Attrition,Business Travel,Department,Education Field,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Distance From Home,Education,Environment Satisfaction,Job Satisfaction,Monthly Income,Num Companies Worked,Percent Salary Hike,Relationship Satisfaction,Total Working Years,Years At Company,Years In Current Role,Years With Curr Manager
No,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Divorced,No,2,41,1,Bachelor's Degree,3,1,4103,0,17,4,10,9,3,7
No,Travel_Frequently,R&D,Life Sciences,Male,Research Scientist,Single,Yes,3,35,4,Master's Degree,3,3,4249,1,11,2,9,9,6,1
No,Travel_Rarely,HR,Life Sciences,Male,Manager,Divorced,Yes,2,51,5,Bachelor's Degree,3,2,14026,1,11,2,33,33,9,10
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,No,3,38,2,Associates Degree,2,1,6893,3,15,4,11,7,7,7
No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,No,6,34,15,Associates Degree,3,1,6125,1,12,4,10,10,8,6
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Married,No,6,25,19,High School,4,4,3669,3,11,3,7,3,2,2
Yes,Travel_Rarely,R&D,Medical,Female,Manufacturing Director,Married,Yes,0,58,7,Master's Degree,3,1,10008,7,14,4,31,10,9,9
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Married,No,3,40,1,Master's Degree,2,2,2387,3,22,3,7,4,2,3
No,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,No,2,36,7,Bachelor's Degree,1,1,4639,2,16,4,17,15,7,13
No,Travel_Rarely,R&D,Life Sciences,Male,Manufacturing Director,Single,No,2,48,4,Bachelor's Degree,4,4,7898,1,11,3,11,10,9,8
No,Travel_Rarely,Sales,Medical,Female,Sales Representative,Married,No,4,27,11,Bachelor's Degree,3,4,2534,8,14,2,5,1,0,0
No,Travel_Rarely,R&D,Technical Degree,Female,Manufacturing Director,Single,No,1,51,11,Associates Degree,4,2,13142,3,16,2,29,5,2,3
No,Non-Travel,R&D,Life Sciences,Female,Laboratory Technician,Single,No,5,18,1,Bachelor's Degree,4,4,1611,1,15,3,0,0,0,0
No,Travel_Rarely,R&D,Medical,Female,Laboratory Technician,Married,No,0,35,1,Bachelor's Degree,4,4,5363,0,12,2,10,9,7,0
No,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,No,3,27,2,High School,4,4,5071,3,20,2,8,6,2,0
Yes,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Yes,2,55,13,Master's Degree,1,3,13695,6,17,3,24,19,7,8
No,Travel_Rarely,R&D,Life Sciences,Male,Manufacturing Director,Married,Yes,0,56,23,Bachelor's Degree,4,2,13402,4,12,1,33,19,16,9
No,Non-Travel,R&D,Technical Degree,Female,Research Scientist,Divorced,No,2,34,26,High School,1,3,2029,1,20,3,5,5,4,0
No,Travel_Rarely,R&D,Medical,Female,Healthcare Representative,Divorced,No,0,40,2,High School,2,3,6377,5,20,2,15,12,11,8
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Married,No,1,34,29,Bachelor's Degree,2,3,5429,4,13,1,10,8,7,7
Yes,Travel_Frequently,Sales,Life Sciences,Female,Sales Representative,Single,No,3,31,2,Bachelor's Degree,3,4,2785,7,14,3,3,1,0,0
Yes,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,Yes,0,35,18,Master's Degree,4,3,4614,0,18,3,5,4,2,2
No,Travel_Frequently,R&D,Life Sciences,Male,Research Scientist,Divorced,No,2,38,7,Bachelor's Degree,4,3,2610,1,11,4,4,4,2,3
No,Travel_Rarely,R&D,Technical Degree,Female,Healthcare Representative,Single,No,2,34,2,Master's Degree,3,4,6687,1,11,4,14,14,11,11
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,0,28,26,Bachelor's Degree,3,1,4724,1,11,3,5,5,3,4
Yes,Travel_Rarely,R&D,Medical,Male,Manufacturing Director,Married,Yes,3,31,22,Master's Degree,4,3,6179,1,15,4,10,10,2,7
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,2,39,21,Master's Degree,1,4,6120,3,12,4,8,5,4,4
No,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Married,No,5,51,2,Bachelor's Degree,2,2,10596,2,11,2,14,4,2,2
No,Travel_Frequently,R&D,Life Sciences,Female,Research Scientist,Divorced,Yes,4,41,22,Bachelor's Degree,4,4,5467,3,14,1,12,6,2,3
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Married,Yes,2,37,4,High School,3,3,2996,7,15,4,8,6,4,3
No,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,No,2,33,5,High School,2,4,9998,6,13,1,8,5,4,2
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Yes,3,32,2,High School,3,2,4078,0,13,1,4,3,2,2
No,Non-Travel,R&D,Life Sciences,Male,Healthcare Representative,Married,No,2,39,25,Associates Degree,3,3,10920,3,21,2,13,6,4,5
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,3,25,18,High School,1,3,6232,2,11,2,6,3,2,2
No,Travel_Frequently,R&D,Medical,Female,Manufacturing Director,Married,Yes,3,52,28,Associates Degree,4,3,13247,2,11,2,24,5,3,2
No,Travel_Rarely,R&D,Medical,Female,Research Scientist,Single,Yes,3,43,6,Bachelor's Degree,1,3,4081,1,14,1,20,20,7,8
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,3,27,10,Bachelor's Degree,4,4,5769,1,11,4,6,6,2,4
Yes,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Single,Yes,2,27,17,Master's Degree,4,3,2394,1,13,4,8,8,2,7
No,Travel_Rarely,R&D,Medical,Male,Research Scientist,Single,No,2,26,2,High School,1,4,3904,0,12,4,5,4,3,1
No,Travel_Rarely,HR,Human Resources,Female,Manager,Married,No,5,42,10,Bachelor's Degree,3,1,16799,0,14,3,21,20,7,9
No,Non-Travel,R&D,Medical,Female,Healthcare Representative,Divorced,No,6,32,15,Master's Degree,3,4,6667,5,18,2,9,5,1,2
No,Non-Travel,R&D,Medical,Female,Manufacturing Director,Married,No,6,36,1,Master's Degree,4,3,4374,0,15,3,4,3,2,2
No,Non-Travel,R&D,Life Sciences,Female,Healthcare Representative,Married,No,5,35,8,Master's Degree,3,3,4148,1,12,4,15,14,11,9
No,Non-Travel,R&D,Medical,Female,Research Director,Married,No,3,47,1,High School,3,2,11957,0,18,1,14,13,8,12
No,Non-Travel,R&D,Medical,Female,Research Scientist,Single,No,4,18,14,Bachelor's Degree,2,3,1514,1,16,3,0,0,0,0
No,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,No,1,39,21,Master's Degree,1,3,5736,6,19,3,10,3,2,2
No,Non-Travel,Sales,Life Sciences,Female,Sales Representative,Married,No,2,24,13,Associates Degree,4,2,2033,1,13,3,1,1,0,0
No,Non-Travel,Sales,Marketing,Female,Sales Executive,Single,No,2,33,2,Bachelor's Degree,4,2,5147,8,15,4,13,11,7,7
No,Travel_Frequently,R&D,Medical,Female,Manager,Divorced,No,3,48,22,Bachelor's Degree,4,4,17174,3,11,2,24,22,17,7
No,Travel_Frequently,R&D,Life Sciences,Female,Manufacturing Director,Divorced,No,3,36,4,Associates Degree,4,2,5131,7,13,2,18,4,2,2
No,Travel_Frequently,R&D,Medical,Female,Laboratory Technician,Married,No,4,38,2,Associates Degree,3,2,2468,4,14,2,9,6,1,5
No,Travel_Frequently,R&D,Life Sciences,Female,Research Scientist,Married,No,2,27,15,Bachelor's Degree,4,1,4774,0,19,4,8,7,6,3
No,Travel_Frequently,R&D,Technical Degree,Female,Laboratory Technician,Married,No,2,40,11,Bachelor's Degree,4,3,6323,1,11,1,10,10,9,4
No,Travel_Frequently,R&D,Life Sciences,Female,Laboratory Technician,Married,No,3,29,2,High School,4,2,3180,0,13,3,4,3,2,2
No,Travel_Frequently,R&D,Medical,Female,Manufacturing Director,Single,No,2,39,4,Bachelor's Degree,1,3,5042,0,13,4,10,9,2,8
No,Travel_Frequently,R&D,Medical,Female,Laboratory Technician,Single,No,3,42,9,Associates Degree,1,4,3673,1,13,3,12,12,9,8
No,Travel_Frequently,R&D,Technical Degree,Female,Research Scientist,Single,No,2,30,2,Master's Degree,4,1,4968,0,16,4,10,9,7,7
No,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,No,4,44,1,Doctoral Degree,1,3,4768,7,12,3,11,1,0,0
No,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,No,3,31,7,Master's Degree,1,1,9637,2,14,4,9,3,2,2
No,Travel_Rarely,HR,Human Resources,Female,Human Resources,Married,No,3,25,2,Bachelor's Degree,3,2,2187,4,14,3,6,2,0,2
No,Travel_Rarely,HR,Life Sciences,Female,Manager,Married,No,2,47,26,Master's Degree,4,3,19658,3,11,3,27,5,2,0
No,Travel_Rarely,HR,Medical,Female,Human Resources,Single,No,3,31,8,Associates Degree,4,2,2109,9,18,4,8,3,2,2
No,Travel_Rarely,R&D,Medical,Female,Laboratory Technician,Divorced,No,0,31,4,Bachelor's Degree,1,3,3978,8,12,2,4,2,2,2
No,Travel_Rarely,R&D,Life Sciences,Female,Healthcare Representative,Divorced,No,3,40,12,Bachelor's Degree,2,1,4448,2,12,2,15,7,4,7
No,Travel_Rarely,R&D,Life Sciences,Female,Healthcare Representative,Divorced,No,3,40,1,Bachelor's Degree,3,4,6513,4,17,4,12,5,3,3
No,Travel_Rarely,R&D,Technical Degree,Female,Research Scientist,Divorced,No,2,29,4,Bachelor's Degree,4,1,2109,1,13,3,1,1,0,0
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Divorced,No,2,34,3,Bachelor's Degree,4,2,5433,1,12,3,11,11,8,9
No,Travel_Rarely,R&D,Other,Female,Manufacturing Director,Divorced,No,3,45,2,Associates Degree,4,4,5770,1,19,1,10,10,7,9
No,Travel_Rarely,R&D,Life Sciences,Female,Research Director,Divorced,No,3,50,17,Doctoral Degree,4,1,13269,5,15,3,19,14,11,11
No,Travel_Rarely,R&D,Medical,Female,Laboratory Technician,Married,No,5,33,4,Master's Degree,1,2,3838,8,11,4,8,5,4,2
No,Travel_Rarely,R&D,Medical,Female,Manager,Married,No,2,43,6,Bachelor's Degree,1,3,19392,7,13,4,21,16,12,14
No,Travel_Rarely,R&D,Technical Degree,Female,Manager,Married,No,2,51,3,Bachelor's Degree,1,3,13116,2,11,4,15,2,2,2
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Married,No,3,34,19,Bachelor's Degree,2,4,2929,1,12,2,10,10,9,7
No,Travel_Rarely,R&D,Medical,Female,Research Scientist,Married,No,0,27,8,Bachelor's Degree,2,3,3517,7,17,1,5,3,2,2
No,Travel_Rarely,R&D,Other,Female,Laboratory Technician,Married,No,2,52,8,Master's Degree,3,1,2950,9,13,3,12,5,4,4
No,Travel_Rarely,R&D,Medical,Female,Research Director,Married,No,3,38,10,Bachelor's Degree,2,3,13206,3,12,1,20,18,16,11
No,Travel_Rarely,R&D,Medical,Female,Research Scientist,Married,No,2,37,10,Bachelor's Degree,2,2,3936,1,11,1,8,8,4,7
No,Travel_Rarely,R&D,Other,Female,Healthcare Representative,Married,No,3,29,8,High School,3,1,9715,3,13,3,9,7,7,7
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Married,No,5,35,1,Master's Degree,3,4,2977,1,12,4,4,4,3,1
No,Travel_Rarely,R&D,Life Sciences,Female,Laboratory Technician,Married,No,5,40,2,Associates Degree,3,1,3377,4,17,4,7,4,3,2
No,Travel_Rarely,R&D,Life Sciences,Female,Laboratory Technician,Married,No,3,49,25,Master's Degree,3,1,3211,1,14,4,10,9,6,4
No,Travel_Rarely,R&D,Other,Female,Research Scientist,Married,No,3,48,15,Master's Degree,3,1,2367,8,12,4,10,8,2,6
No,Travel_Rarely,R&D,Life Sciences,Female,Laboratory Technician,Married,No,2,34,1,Bachelor's Degree,4,2,3294,5,17,1,7,5,4,2
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Married,No,2,32,5,Associates Degree,4,2,5878,3,12,1,12,7,1,5
No,Travel_Rarely,R&D,Other,Female,Laboratory Technician,Married,No,3,38,6,Associates Degree,4,3,3702,1,11,2,5,5,4,4
No,Travel_Rarely,R&D,Medical,Female,Laboratory Technician,Married,No,5,38,4,Associates Degree,4,3,3306,7,19,4,7,0,0,0
No,Travel_Rarely,R&D,Medical,Female,Laboratory Technician,Married,No,2,29,9,Master's Degree,4,3,2974,9,17,3,9,5,3,2
No,Travel_Rarely,R&D,Medical,Female,Research Scientist,Married,No,2,54,7,Master's Degree,4,4,6854,4,15,2,14,7,1,7
No,Travel_Rarely,R&D,Life Sciences,Female,Manufacturing Director,Married,No,2,40,15,Bachelor's Degree,1,3,10435,1,13,4,18,18,15,12
No,Travel_Rarely,R&D,Other,Female,Research Director,Married,No,2,49,22,Master's Degree,1,2,16413,3,16,2,27,4,2,2
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Married,No,6,54,9,Associates Degree,1,3,2897,3,11,3,9,4,3,3
No,Travel_Rarely,R&D,Medical,Female,Research Director,Married,No,2,47,2,Master's Degree,1,3,17169,3,19,2,26,20,17,6
No,Travel_Rarely,R&D,Life Sciences,Female,Manufacturing Director,Married,No,2,45,25,Associates Degree,2,4,5906,0,13,4,10,9,8,8
No,Travel_Rarely,R&D,Life Sciences,Female,Healthcare Representative,Married,No,6,36,5,Master's Degree,2,1,8008,4,12,3,9,3,2,2
No,Travel_Rarely,R&D,Other,Female,Research Scientist,Married,No,3,32,5,Master's Degree,2,4,3312,3,17,4,6,3,2,2
No,Travel_Rarely,R&D,Medical,Female,Research Scientist,Married,No,2,40,2,Master's Degree,3,3,2001,2,14,2,20,5,3,2
No,Travel_Rarely,R&D,Life Sciences,Female,Research Director,Single,No,3,31,8,Doctoral Degree,1,2,16422,3,11,3,9,3,2,0
No,Travel_Rarely,R&D,Medical,Female,Laboratory Technician,Single,No,6,37,11,Bachelor's Degree,1,3,3629,4,18,1,8,3,2,2
No,Travel_Rarely,R&D,Medical,Female,Manufacturing Director,Single,No,3,30,10,Bachelor's Degree,1,3,9667,9,14,2,9,7,7,2
No,Travel_Rarely,R&D,Life Sciences,Female,Manufacturing Director,Single,No,3,39,6,Bachelor's Degree,2,2,8376,4,18,4,9,2,0,2
No,Travel_Rarely,R&D,Life Sciences,Female,Laboratory Technician,Single,No,2,47,9,Master's Degree,2,3,2105,4,12,3,7,2,2,0
No,Travel_Rarely,R&D,Life Sciences,Female,Laboratory Technician,Single,No,3,32,29,Master's Degree,3,2,2837,1,13,3,6,6,2,1
No,Travel_Rarely,R&D,Medical,Female,Laboratory Technician,Single,No,3,23,4,High School,3,2,3295,1,13,3,3,3,2,2
No,Travel_Rarely,R&D,Medical,Female,Research Scientist,Single,No,5,27,8,Bachelor's Degree,3,4,3445,1,11,3,6,6,2,4
No,Travel_Rarely,R&D,Medical,Female,Research Scientist,Single,No,3,29,28,Master's Degree,4,1,3785,1,14,2,5,5,4,4
No,Travel_Rarely,R&D,Life Sciences,Female,Healthcare Representative,Single,No,3,35,16,Bachelor's Degree,4,2,8606,1,19,4,11,11,8,3
No,Travel_Rarely,R&D,Technical Degree,Female,Research Director,Single,No,2,45,28,Associates Degree,4,2,16704,1,11,3,21,21,6,6
No,Travel_Rarely,R&D,Medical,Female,Research Director,Single,No,3,54,1,Bachelor's Degree,4,4,17328,6,19,4,29,20,7,7
No,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Divorced,No,5,46,3,Bachelor's Degree,1,1,13225,2,12,4,25,19,17,8
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,No,2,48,16,Master's Degree,3,3,6439,8,14,3,18,8,7,7
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,No,3,30,7,Master's Degree,4,1,4779,7,14,2,8,3,2,2
No,Travel_Rarely,Sales,Life Sciences,Female,Manager,Divorced,No,2,47,2,Master's Degree,2,2,15972,6,14,3,29,3,2,2
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,1,38,10,Associates Degree,1,4,5343,1,11,3,10,10,7,9
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,2,36,11,Master's Degree,2,4,6652,4,13,1,8,6,3,0
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,2,39,24,High School,2,4,12031,0,11,1,21,20,9,6
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,4,40,2,Associates Degree,2,2,5677,3,14,3,15,11,8,10
No,Travel_Rarely,Sales,Medical,Female,Sales Representative,Married,No,3,28,3,Bachelor's Degree,2,2,2856,1,19,4,1,1,0,0
No,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,No,2,46,3,Bachelor's Degree,3,2,16606,8,12,4,23,13,12,1
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,3,56,11,Doctoral Degree,4,1,5380,4,16,3,6,0,0,0
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,2,40,14,Associates Degree,4,1,4639,1,15,3,5,5,4,2
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,3,31,29,Master's Degree,1,4,5468,1,14,1,13,12,7,7
No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,No,2,36,3,Bachelor's Degree,1,4,7644,0,19,3,10,9,7,4
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,2,31,5,Master's Degree,1,4,5476,1,11,1,10,10,0,2
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,3,36,16,Master's Degree,3,1,5647,4,13,1,11,3,2,2
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,3,32,1,Master's Degree,3,4,10422,1,19,3,14,14,10,7
No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,No,5,27,2,Associates Degree,1,3,6500,0,14,2,9,8,7,7
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,5,38,16,Bachelor's Degree,2,2,4198,2,12,2,8,3,2,2
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,5,36,1,Master's Degree,2,3,6815,6,13,1,15,1,0,0
No,Travel_Rarely,Sales,Medical,Female,Sales Representative,Single,No,3,20,2,Bachelor's Degree,3,3,2783,1,19,1,2,2,2,2
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Single,No,2,36,2,Master's Degree,3,4,4502,3,15,3,17,13,7,7
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,3,34,3,Associates Degree,4,4,6029,5,12,1,6,2,2,2
No,Travel_Rarely,Sales,Other,Female,Sales Representative,Single,No,2,26,5,Bachelor's Degree,4,3,2966,0,18,4,5,4,2,0
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,3,45,20,Bachelor's Degree,4,3,4850,8,15,3,8,5,3,1
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,No,1,49,11,Master's Degree,4,4,4507,3,12,3,8,5,1,4
No,Non-Travel,HR,Life Sciences,Male,Human Resources,Divorced,No,2,28,1,Associates Degree,3,4,2706,1,15,2,3,3,2,2
No,Non-Travel,HR,Human Resources,Male,Human Resources,Divorced,No,3,38,2,Bachelor's Degree,1,2,2592,5,13,4,13,11,10,8
No,Non-Travel,HR,Human Resources,Male,Human Resources,Married,No,4,41,4,Bachelor's Degree,3,2,6430,6,19,2,10,3,2,2
No,Non-Travel,R&D,Medical,Male,Manufacturing Director,Divorced,No,6,35,2,Associates Degree,2,4,5762,2,14,3,15,7,7,7
No,Non-Travel,R&D,Medical,Male,Research Director,Divorced,No,5,40,8,High School,4,2,13757,2,11,3,16,9,8,8
No,Non-Travel,R&D,Technical Degree,Male,Research Scientist,Divorced,No,2,30,7,Bachelor's Degree,3,3,1274,1,13,2,1,1,0,0
No,Non-Travel,R&D,Other,Male,Laboratory Technician,Divorced,No,2,40,9,Master's Degree,3,3,3975,3,11,3,11,8,7,7
No,Non-Travel,R&D,Technical Degree,Male,Research Scientist,Divorced,No,2,33,4,Bachelor's Degree,4,2,3055,5,15,4,11,9,8,7
No,Non-Travel,R&D,Medical,Male,Laboratory Technician,Divorced,No,2,33,1,Associates Degree,2,3,2008,1,12,3,1,1,1,0
No,Non-Travel,R&D,Technical Degree,Male,Research Scientist,Married,No,4,47,14,Master's Degree,3,2,5467,8,18,3,16,8,7,7
No,Non-Travel,R&D,Technical Degree,Male,Research Scientist,Married,No,3,32,1,Master's Degree,4,1,4087,4,14,2,9,6,5,2
No,Non-Travel,R&D,Life Sciences,Male,Research Scientist,Single,No,2,43,9,Bachelor's Degree,1,3,2438,4,13,3,7,3,2,2
No,Non-Travel,R&D,Medical,Male,Manufacturing Director,Single,No,2,31,5,Bachelor's Degree,2,1,9936,0,19,2,10,9,4,7
No,Non-Travel,R&D,Technical Degree,Male,Research Scientist,Single,No,3,32,5,Master's Degree,2,2,2718,2,14,2,12,7,7,7
No,Non-Travel,R&D,Life Sciences,Male,Laboratory Technician,Single,No,5,44,5,Bachelor's Degree,3,3,3162,3,14,4,7,5,2,3
No,Non-Travel,R&D,Medical,Male,Research Scientist,Single,No,3,28,16,Bachelor's Degree,3,3,2144,1,14,3,5,5,3,4
No,Non-Travel,R&D,Technical Degree,Male,Laboratory Technician,Single,No,2,37,5,Associates Degree,3,3,3500,0,14,1,7,6,5,3
No,Non-Travel,R&D,Life Sciences,Male,Research Scientist,Single,No,2,42,23,Associates Degree,4,3,4332,1,12,4,20,20,9,7
No,Non-Travel,R&D,Life Sciences,Male,Manager,Single,No,3,39,9,Bachelor's Degree,4,4,19431,2,13,3,21,6,0,3
No,Non-Travel,Sales,Life Sciences,Male,Sales Representative,Divorced,No,3,52,29,Master's Degree,1,4,3482,2,15,2,16,9,8,0
No,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,No,2,45,26,Bachelor's Degree,1,1,4385,1,15,1,10,10,7,5
No,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,No,3,47,2,Master's Degree,3,2,4978,7,11,4,4,1,0,0
No,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single,No,3,46,26,Associates Degree,2,2,7991,8,15,3,6,2,2,2
No,Travel_Frequently,HR,Human Resources,Male,Human Resources,Married,No,2,38,10,Master's Degree,3,3,6077,3,11,3,10,6,3,2
No,Travel_Frequently,HR,Medical,Male,Human Resources,Married,No,2,24,10,Bachelor's Degree,1,4,2145,0,14,4,3,2,2,1
No,Travel_Frequently,R&D,Life Sciences,Male,Healthcare Representative,Divorced,No,0,29,2,High School,1,4,8853,1,19,4,6,6,4,3
No,Travel_Frequently,R&D,Life Sciences,Male,Manufacturing Director,Divorced,No,3,34,10,Master's Degree,3,4,4724,1,13,1,9,9,7,2
No,Travel_Frequently,R&D,Medical,Male,Research Director,Divorced,No,3,34,15,Bachelor's Degree,2,1,17007,7,14,4,16,14,8,9
No,Travel_Frequently,R&D,Other,Male,Research Scientist,Divorced,No,2,34,1,Master's Degree,4,1,2996,5,14,3,10,4,3,3
No,Travel_Frequently,R&D,Life Sciences,Male,Manufacturing Director,Divorced,No,6,25,2,High School,4,3,5206,1,17,3,7,7,7,7
No,Travel_Frequently,R&D,Life Sciences,Male,Research Director,Married,No,3,49,2,High School,2,4,19161,3,15,4,28,5,4,3
No,Travel_Frequently,R&D,Medical,Male,Laboratory Technician,Married,No,3,29,20,High School,4,4,3812,1,13,2,11,11,8,10
No,Travel_Frequently,R&D,Life Sciences,Male,Manufacturing Director,Married,No,1,38,6,Master's Degree,1,3,5321,2,11,4,10,8,3,7
No,Travel_Frequently,R&D,Life Sciences,Male,Research Scientist,Married,No,3,32,10,Bachelor's Degree,1,3,3433,6,13,1,10,5,2,3
No,Travel_Frequently,R&D,Other,Male,Laboratory Technician,Married,No,3,26,6,Bachelor's Degree,3,4,2544,0,18,1,8,7,7,7
No,Travel_Frequently,R&D,Medical,Male,Laboratory Technician,Married,No,3,36,23,Associates Degree,3,4,2571,4,17,3,17,5,2,3
No,Travel_Frequently,R&D,Technical Degree,Male,Healthcare Representative,Married,No,3,34,10,Master's Degree,4,3,5063,1,14,2,8,8,2,7
No,Travel_Frequently,R&D,Life Sciences,Male,Research Scientist,Married,No,4,38,1,Bachelor's Degree,4,4,4735,7,15,4,19,13,11,9
No,Travel_Frequently,R&D,Medical,Male,Healthcare Representative,Single,No,3,45,1,Master's Degree,2,3,5399,4,12,3,12,4,2,3
No,Travel_Frequently,R&D,Life Sciences,Male,Manufacturing Director,Single,No,2,35,18,Associates Degree,3,4,9362,2,11,3,10,2,2,2
No,Travel_Frequently,R&D,Medical,Male,Research Scientist,Single,No,0,27,2,Bachelor's Degree,4,4,2580,2,13,3,6,4,2,2
No,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Divorced,No,6,39,20,Bachelor's Degree,3,4,4127,2,18,4,7,2,1,2
No,Travel_Frequently,Sales,Medical,Male,Sales Executive,Divorced,No,2,37,1,Master's Degree,3,4,9525,1,14,3,6,6,3,3
No,Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,No,3,49,2,Bachelor's Degree,4,2,5390,2,14,4,17,9,6,8
No,Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,No,2,33,7,Bachelor's Degree,4,1,4373,0,14,1,5,4,3,3
No,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,No,5,28,7,Bachelor's Degree,3,1,4898,0,14,4,5,4,2,3
No,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,No,3,31,2,Master's Degree,4,1,5332,7,13,4,10,5,2,3
No,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single,No,2,32,10,Master's Degree,4,4,4648,8,13,3,4,0,0,0
No,Travel_Rarely,HR,Other,Male,Human Resources,Divorced,No,4,37,8,Associates Degree,3,2,4071,2,13,3,19,10,0,7
No,Travel_Rarely,HR,Medical,Male,Human Resources,Married,No,3,29,6,High School,4,2,2804,1,11,4,1,1,0,0
No,Travel_Rarely,HR,Other,Male,Human Resources,Single,No,3,29,17,Bachelor's Degree,2,1,7988,1,13,1,10,10,9,9
No,Travel_Rarely,HR,Life Sciences,Male,Human Resources,Single,No,5,43,2,Bachelor's Degree,2,4,3539,0,13,2,10,9,7,8
No,Travel_Rarely,R&D,Technical Degree,Male,Research Scientist,Divorced,No,1,55,22,Bachelor's Degree,1,2,3537,5,12,4,8,4,2,2
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Divorced,No,2,28,1,Bachelor's Degree,1,3,1563,1,14,4,1,1,0,0
No,Travel_Rarely,R&D,Life Sciences,Male,Manager,Divorced,No,3,40,1,Master's Degree,1,1,16823,2,11,1,22,19,7,16
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Divorced,No,2,31,20,Bachelor's Degree,2,3,4197,1,11,1,10,10,8,2
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Divorced,No,3,39,3,Associates Degree,3,3,3069,0,15,4,11,10,8,7
No,Travel_Rarely,R&D,Medical,Male,Research Scientist,Divorced,No,3,40,2,Bachelor's Degree,3,3,2345,2,14,3,8,3,1,2
No,Travel_Rarely,R&D,Life Sciences,Male,Manufacturing Director,Divorced,No,4,46,2,Associates Degree,4,4,8578,3,14,3,12,9,8,7
No,Travel_Rarely,R&D,Technical Degree,Male,Laboratory Technician,Divorced,No,0,43,27,Bachelor's Degree,4,2,4876,5,12,3,8,6,4,2
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Divorced,No,0,38,9,Associates Degree,2,4,4771,2,19,4,10,5,2,3
